title,vote_average,vote_count,release_date,revenue,overview,poster_path,youtubeId
Blade,6.762,5466,1998-08-21,131183530,"The Daywalker known as ""Blade"" - a half-vampire, half-mortal man - becomes the protector of humanity against an underground army of vampires.",/hx0sdduAsr4rq03RZKZzglR25z7.jpg,kaU2A7KyOu4
Cloudy with a Chance of Meatballs,6.6,5461,2009-09-17,242988466,"Inventor Flint Lockwood creates a machine that makes clouds rain food, enabling the down-and-out citizens of Chewandswallow to feed themselves. But when the falling food reaches gargantuan proportions, Flint must scramble to avert disaster. Can he regain control of the machine and put an end to the wild weather before the town is destroyed?",/qhOhIKf7QEyQ5dMrRUqs5eTX1Oq.jpg,5kQnlBW02tI
Moonrise Kingdom,7.69,5434,2012-05-16,68263166,"Set on an island off the coast of New England in the summer of 1965, Moonrise Kingdom tells the story of two twelve-year-olds who fall in love, make a secret pact, and run away together into the wilderness. As various authorities try to hunt them down, a violent storm is brewing off-shore – and the peaceful island community is turned upside down in more ways than anyone can handle.",/xrziXRHRQ7c7YLIehgSJY8GQBsx.jpg,47XEtPrjVto
Mortal Kombat,7.081,5427,2021-04-07,84426031,"Washed-up MMA fighter Cole Young, unaware of his heritage, and hunted by Emperor Shang Tsung's best warrior, Sub-Zero, seeks out and trains with Earth's greatest champions as he prepares to stand against the enemies of Outworld in a high stakes battle for the universe.",/ybrX94xQm8lXYpZAPRmwD9iIbWP.jpg,JHIfHL5UgFs
Van Helsing,6.324,5410,2004-05-05,300257475,Famed monster slayer Gabriel Van Helsing is dispatched to Transylvania to assist the last of the Valerious bloodline in defeating Count Dracula. Anna Valerious reveals that Dracula has formed an unholy alliance with Dr. Frankenstein's monster and is hell-bent on exacting a centuries-old curse on her family.,/gsFun8nATm52aGHeT8ueAel98nE.jpg,MgEbcDuFANY
From Dusk Till Dawn,7.0,5407,1996-01-19,25836616,"Seth Gecko and his younger brother Richard are on the run after a bloody bank robbery in Texas. They escape across the border into Mexico and will be home-free the next morning, when they pay off the local kingpin. They just have to survive 'from dusk till dawn' at the rendezvous point, which turns out to be a Hell of a strip joint.",/sV3kIAmvJ9tPz4Lq5fuf9LLMxte.jpg,9gQuxMD5jzU
Enemy,6.873,5383,2013-12-31,3396726,A mild-mannered college professor discovers a look-alike actor and delves into the other man's private affairs.,/vf40tyDRKZsBmaLsYeopzfFLzLx.jpg,siPDDrxxZDg
Live Free or Die Hard,6.606,5365,2007-06-20,383531464,"John McClane is back and badder than ever, and this time he's working for Homeland Security. He calls on the services of a young hacker in his bid to stop a ring of Internet terrorists intent on taking control of America's computer infrastructure.",/31TT47YjBl7a7uvJ3ff1nrirXhP.jpg,8Jz-8UcCiws
Taken 3,6.234,5360,2014-12-16,325771424,"Ex-government operative Bryan Mills finds his life is shattered when he's falsely accused of a murder that hits close to home. As he's pursued by a savvy police inspector, Mills employs his particular set of skills to track the real killer and exact his unique brand of justice.",/vzvMXMypMq7ieDofKThsxjHj9hn.jpg,r0EPt7-J1eY
Jumper,6.142,5337,2008-02-13,222231186,"David Rice is a man who knows no boundaries, a Jumper, born with the uncanny ability to teleport instantly to anywhere on Earth. When he discovers others like himself, David is thrust into a dangerous and bloodthirsty war while being hunted by a sinister and determined group of zealots who have sworn to destroy all Jumpers. Now, David’s extraordinary gift may be his only hope for survival!",/3pPZ9JhNz3VMmASVir5SMHvTDUU.jpg,X5ZNG3Oveh4
Pocahontas,6.926,5306,1995-06-14,346079773,"Pocahontas, daughter of a Native American tribe chief, falls in love with an English soldier as colonists invade 17th century Virginia.",/kZ1ft0QZ4e3zDUPMBftEkwI9ftd.jpg,DSf_pVG8QZM
Inside Man,7.399,5297,2006-03-17,186003591,"When an armed, masked gang enter a Manhattan bank, lock the doors and take hostages, the detective assigned to effect their release enters negotiations preoccupied with corruption charges he is facing.",/5ljZJLpQj8s3iSk3LylnFDyDoIK.jpg,3WRxsmqercg
Monty Python and the Holy Grail,7.797,5280,1975-05-25,1940906,"King Arthur, accompanied by his squire, recruits his Knights of the Round Table, including Sir Bedevere the Wise, Sir Lancelot the Brave, Sir Robin the Not-Quite-So-Brave-As-Sir-Lancelot and Sir Galahad the Pure. On the way, Arthur battles the Black Knight who, despite having had all his limbs chopped off, insists he can still fight. They reach Camelot, but Arthur decides not  to enter, as ""it is a silly place"".",/hWx1ANiWEWWyzKPN0us35HCGnhQ.jpg,RDM75-oXGmQ
Die Hard 2,6.923,5275,1990-07-03,240031094,"Off-duty cop John McClane is gripped with a feeling of déjà vu when, on a snowy Christmas Eve in the nation’s capital, terrorists seize a major international airport, holding thousands of holiday travelers hostage. Renegade military commandos led by a murderous rogue officer plot to rescue a drug lord from justice and are prepared for every contingency except one: McClane’s smart-mouthed heroics.",/cNRYDede3NYLZv2JrvYmSgM1XdF.jpg,RbcRO1uosiI
Just Go with It,6.673,5270,2011-02-10,214945591,"A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",/ez1EDULOCUUCySHOZU6tz97qbtM.jpg,Jz5Ubqhru7g
Moon,7.57,5238,2009-06-12,9760104,"With only three weeks left in his three year contract, Sam Bell is getting anxious to finally return to Earth. He is the only occupant of a Moon-based manufacturing facility along with his computer and assistant, GERTY. When he has an accident however, he wakens to find that he is not alone.",/35IU0Mq0zFsN1mYwDGts5mKc77n.jpg,twuScTcDP_Q
Bambi,7.0,5236,1942-08-14,267447150,"Bambi's tale unfolds from season to season as the young prince of the forest learns about life, love, and friends.",/wV9e2y4myJ4KMFsyFfWYcUOawyK.jpg,156fLnoovF8
John Carter,6.296,5225,2012-03-07,284139100,"John Carter is a war-weary, former military captain who's inexplicably transported to the mysterious and exotic planet of Barsoom (Mars) and reluctantly becomes embroiled in an epic conflict. It's a world on the brink of collapse, and Carter rediscovers his humanity when he realizes the survival of Barsoom and its people rests in his hands.",/lCxz1Yus07QCQQCb6I0Dr3Lmqpx.jpg,6Rf55GTEZ_E
School of Rock,7.071,5173,2003-10-03,131095990,"Fired from his band and hard up for cash, guitarist and vocalist Dewey Finn finagles his way into a job as a fifth-grade substitute teacher at a private school, where he secretly begins teaching his students the finer points of rock 'n' roll. The school's hard-nosed principal is rightly suspicious of Finn's activities. But Finn's roommate remains in the dark about what he's doing.",/zXLXaepIBvFVLU25DH3wv4IPSbe.jpg,l_ngIv5kFNY
Enchanted,6.805,5088,2007-11-20,340487652,"The beautiful princess Giselle is banished by an evil queen from her magical, musical animated land and finds herself in the gritty reality of the streets of modern-day Manhattan. Shocked by this strange new environment that doesn't operate on a ""happily ever after"" basis, Giselle is now adrift in a chaotic world badly in need of enchantment. But when Giselle begins to fall in love with a charmingly flawed divorce lawyer who has come to her aid - even though she is already promised to a perfect fairy tale prince back home - she has to wonder: Can a storybook view of romance survive in the real world?",/8KCNzCArLlvLdQoHx6npua2VSVc.jpg,uW6dNiOIOhA
Due Date,6.35,5042,2010-11-03,211780824,"Peter Highman must scramble across the US in five days to be present for the birth of his first child. He gets off to a bad start when his wallet and luggage are stolen, and put on the 'no-fly' list. Peter embarks on a terrifying journey when he accepts a ride from an actor.",/4dzo4uWmkgp20uwm0jpiduRtvju.jpg,ABeKWdKCbu8
Mars Attacks!,6.396,5008,1996-12-13,101371017,"A fleet of Martian spacecraft surrounds the world's major cities and all of humanity waits to see if the extraterrestrial visitors have, as they claim, ""come in peace."" U.S. President James Dale receives assurance from science professor Donald Kessler that the Martians' mission is a friendly one. But when a peaceful exchange ends in the total annihilation of the U.S. Congress, military men call for a full-scale nuclear retaliation.",/hll4O5vSAfnZDb6JbnP06GPtz7b.jpg,hbE8eGzUXLI
Brother Bear,7.257,4993,2003-10-23,250397798,"When an impulsive boy named Kenai is magically transformed into a bear, he must literally walk in another's footsteps until he learns some valuable life lessons. His courageous and often zany journey introduces him to a forest full of wildlife, including the lovable bear cub Koda, hilarious moose Rutt and Tuke, woolly mammoths and rambunctious rams.",/otptPbEY0vBostmo95xwiiumMJm.jpg,sKzbadeS68c
The Island,6.7,4981,2005-07-21,162949164,"In 2019, Lincoln Six-Echo is a resident of a seemingly ""Utopian"" but contained facility. Like all of the inhabitants of this carefully-controlled environment, Lincoln hopes to be chosen to go to The Island — reportedly the last uncontaminated location on the planet. But Lincoln soon discovers that everything about his existence is a lie.",/n4HyHxnKCJG8SbqeLEK1nU5JbIR.jpg,ms4TXwIDutM
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,6.754,4945,2006-11-01,262552893,"Kazakh journalist Borat Sagdiyev travels to America to make a documentary. As he zigzags across the nation, Borat meets real people in real situations with hysterical consequences. His backwards behavior generates strong reactions around him exposing prejudices and hypocrisies in American culture.",/kfkyALfD4G1mlBJI1lOt2QCra4i.jpg,vlnUa_dNsRQ
American Gangster,7.577,4933,2007-11-02,266465037,"Following the death of his employer and mentor, Bumpy Johnson, Frank Lucas establishes himself as the number one importer of heroin in the Harlem district of Manhattan. He does so by buying heroin directly from the source in South East Asia and he comes up with a unique way of importing the drugs into the United States. Partly based on a true story.",/sX9idXDqRUxE5ffww3n3RV5gL55.jpg,BV_nssS6Zkg
Bad Boys II,6.598,4924,2003-07-18,273339556,"Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister.",/yCvB5fG5aEPqa1St7ihY6KEAsHD.jpg,hsuKq5pNOcM
Knowing,6.18,4902,2009-03-19,155446362,A teacher opens a time capsule that has been dug up at his son's elementary school; in it are some chilling predictions -- some that have already occurred and others that are about to -- that lead him to believe his family plays a role in the events that are about to unfold.,/nO9gTGDNdYnPr9ILKNQmk6EVTVR.jpg,A2oDiEVXuDo
Percy Jackson: Sea of Monsters,6.028,4859,2013-08-07,199850315,"In their quest to confront the ultimate evil, Percy and his friends battle swarms of mythical creatures to find the mythical Golden Fleece and to stop an ancient evil from rising.",/tAu90qEpLqwqiZLsMqpaMVr55oN.jpg,aLBWNAgQgtk
Boyhood,7.509,4828,2014-06-05,48137666,"The film tells a story of a divorced couple trying to raise their young son. The story follows the boy for twelve years, from first grade at age 6 through 12th grade at age 17-18, and examines his relationship with his parents as he grows.",/2BvtvDUyxiMJ4dmKfiQf4qdOHQN.jpg,ESVgF4P221E
Face/Off,7.019,4826,1997-06-27,245676146,"In order to foil a terrorist plot, an FBI agent undergoes facial transplant surgery and assumes the identity of a criminal mastermind. The plan turns sour when the criminal wakes up prematurely and seeks revenge.",/rcSuBqYGKSGcptZGxYPT5jsN7zN.jpg,3zebJ_NoduE
Fantastic Mr. Fox,7.782,4798,2009-10-23,46471023,"The Fantastic Mr. Fox, bored with his current life, plans a heist against the three local farmers. The farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family.",/njbTizADSZg4PqeyJdDzZGooikv.jpg,n2igjYFojUo
Escape Plan,6.722,4789,2013-10-09,137328301,"Ray Breslin is the world's foremost authority on structural security. After analyzing every high security prison and learning a vast array of survival skills so he can design escape-proof prisons, his skills are put to the test. He's framed and incarcerated in a master prison he designed himself. He needs to escape and find the person who put him behind bars.",/k09ydRsOtdjCUxierkknRdujIF2.jpg,CI4EjV_x_PQ
17 Again,6.287,4788,2009-03-11,136316880,"On the brink of a midlife crisis, 30-something Mike O'Donnell wishes he could have a ""do-over."" And that's exactly what he gets when he wakes up one morning to find he's 17 years old again. With his adult mind stuck inside the body of a teenager, Mike actually has the chance to reverse some decisions he wishes he'd never made. But maybe they weren't so bad after all.",/wqE9b0bdZsubI82zdX1ykLfPajh.jpg,UQK5Hh0L1Sg
