movie_title,cinema_name,date_time
Premium Rush,Riviera Cinema,2024-09-17 11:55:08
Over Her Dead Body,CineLux,2024-09-24 17:36:53
Kids in America,Grand View Cinema,2024-09-25 05:04:44
Back to the Future,CineLux,2024-09-12 14:34:08
Half Past Dead,Regal Cinema,2024-09-06 18:20:04
What We Do in the Shadows,Galaxy Cinema,2024-08-30 19:32:29
One for the Money,Regal Cinema,2024-09-22 13:41:11
Jack the Giant Slayer,Galaxy Cinema,2024-09-25 02:31:35
I Really Hate My Job,Silver Screen Cinema,2024-09-21 19:18:43
Police Academy 4: Citizens on Patrol,Starlight Theatre,2024-09-02 17:58:47
Beginners,Riviera Cinema,2024-09-26 09:21:38
Chasing Amy,CineLux,2024-09-11 03:50:08
Ghosts of Mars,CineStar Plaza,2024-09-21 01:12:05
Get Low,CineStar Plaza,2024-09-04 07:35:31
Mutant Aliens,Riviera Cinema,2024-08-29 03:05:57
ChromeSkull: Laid to Rest 2,CineLux,2024-09-21 03:54:38
Red Riding Hood,Silver Screen Cinema,2024-09-06 21:56:25
Shrink,Silver Screen Cinema,2024-09-20 11:58:16
Ella Enchanted,Regal Cinema,2024-09-17 07:30:53
G-Force,CineStar Plaza,2024-09-18 07:39:18
Flash of Genius,Grand View Cinema,2024-09-01 19:48:36
The Captains,Galaxy Cinema,2024-09-16 04:13:54
First Sunday,Starlight Theatre,2024-09-23 07:58:47
Easy A,CineLux,2024-09-18 10:48:20
Tupac: Resurrection,CineLux,2024-09-17 15:26:29
Jupiter Ascending,Starlight Theatre,2024-09-09 15:22:20
Sicko,Starlight Theatre,2024-09-12 22:26:16
Legion,Riviera Cinema,2024-09-13 12:16:36
Ratatouille,CineLux,2024-09-18 02:47:17
Taking Chance,Regal Cinema,2024-08-29 07:15:16
House of D,CineStar Plaza,2024-09-24 08:33:47
Hellboy,Riviera Cinema,2024-09-12 05:22:45
Detention of the Dead,Galaxy Cinema,2024-09-01 11:01:03
National Treasure,Starlight Theatre,2024-09-22 13:41:36
Tinker Tailor Soldier Spy,CineStar Plaza,2024-09-24 06:30:47
The Infinite Man,Starlight Theatre,2024-09-05 22:56:24
Fantastic Four,Riviera Cinema,2024-09-03 02:15:29
Papa,CineStar Plaza,2024-09-17 15:24:49
Chasing Christmas,Grand View Cinema,2024-09-25 10:54:20
X-Men: First Class,Silver Screen Cinema,2024-08-31 07:36:05
Candyman,CineLux,2024-09-01 01:53:10
Sin City,Starlight Theatre,2024-09-21 20:53:47
Colombiana,Riviera Cinema,2024-09-07 07:10:08
Jack,Silver Screen Cinema,2024-09-10 14:02:05
2-Headed Shark Attack,Starlight Theatre,2024-09-18 15:22:28
White Fang,Silver Screen Cinema,2024-09-12 11:12:19
Presto,Galaxy Cinema,2024-09-04 14:47:23
Sex and the City,Galaxy Cinema,2024-08-29 04:45:33
Lost & Found,Grand View Cinema,2024-09-19 17:16:43
Cassandra's Dream,Silver Screen Cinema,2024-09-22 07:37:03
The Identical,Starlight Theatre,2024-09-25 12:47:41
Ella Enchanted,Riviera Cinema,2024-09-10 13:48:54
Bound,Grand View Cinema,2024-09-12 17:12:27
Night at the Museum: Battle of the Smithsonian,CineStar Plaza,2024-08-31 01:06:01
Sleepaway Camp,CineLux,2024-09-15 19:08:07
Coherence,Galaxy Cinema,2024-09-23 04:23:47
My Girl,CineLux,2024-09-16 17:13:09
Camp X-Ray,Riviera Cinema,2024-09-03 19:56:22
Heist,Starlight Theatre,2024-09-10 05:04:50
Surf's Up,CineStar Plaza,2024-09-13 15:35:03
Gideon's Army,Starlight Theatre,2024-09-25 04:43:03
Neds,Starlight Theatre,2024-09-13 21:25:54
Burning Blue,Riviera Cinema,2024-09-18 14:00:58
Your Highness,CineLux,2024-09-09 12:26:44
Saved!,Galaxy Cinema,2024-09-10 07:49:07
Quick Change,Galaxy Cinema,2024-09-26 15:52:17
Walk on Water,Silver Screen Cinema,2024-09-17 09:21:36
Bad Teacher,Silver Screen Cinema,2024-09-15 15:18:44
Narco Cultura,CineStar Plaza,2024-09-20 03:12:04
Bedlam,Silver Screen Cinema,2024-09-03 21:49:53
Special Delivery,Starlight Theatre,2024-09-26 15:14:19
I, Frankenstein,Starlight Theatre,2024-09-23 14:05:25
Partly Cloudy,Grand View Cinema,2024-09-13 07:49:51
Bride Flight,Riviera Cinema,2024-09-20 12:20:56
Gypsy 83,Galaxy Cinema,2024-09-09 12:30:10
Detroit,Starlight Theatre,2024-09-11 06:47:56
All the Pretty Horses,CineStar Plaza,2024-09-25 09:16:28
Bright Star,Grand View Cinema,2024-09-01 03:15:10
Kimjongilia,Galaxy Cinema,2024-09-26 03:59:29
I Am Legend,Grand View Cinema,2024-09-05 05:31:25
Hatchet,CineLux,2024-08-29 16:28:36
Oxford Blues,CineStar Plaza,2024-08-29 12:19:00
Transformers,Riviera Cinema,2024-08-30 07:37:02
Bounty Killer,CineLux,2024-09-22 09:35:53
Game 6,Galaxy Cinema,2024-09-18 08:42:16
TiMER,Silver Screen Cinema,2024-09-14 21:03:17
Cavemen,Regal Cinema,2024-09-11 15:21:17
Anonymous,CineLux,2024-09-08 10:46:01
Notting Hill,CineLux,2024-09-02 18:07:49
Wadjda,CineStar Plaza,2024-09-01 06:53:00
Central Park,Grand View Cinema,2024-09-26 10:55:03
American Hustle,Starlight Theatre,2024-08-31 03:49:28
Win Win,Silver Screen Cinema,2024-09-10 00:51:39
Tony Manero,Starlight Theatre,2024-09-12 08:15:45
Happily N'Ever After,Silver Screen Cinema,2024-09-03 03:14:02
Dutch,Regal Cinema,2024-09-07 11:40:22
On the Road,CineStar Plaza,2024-08-31 00:04:34
Police Academy,Regal Cinema,2024-09-04 08:10:32
Game Over,Regal Cinema,2024-09-08 01:36:27
Harry Potter and the Goblet of Fire,CineLux,2024-09-11 21:25:05
Another Cinderella Story,Regal Cinema,2024-09-10 06:00:46
Transamerica,CineLux,2024-09-20 15:00:40
[REC]²,Silver Screen Cinema,2024-09-05 00:04:41
Snow Day,Grand View Cinema,2024-09-26 07:57:06
Notting Hill,Starlight Theatre,2024-09-03 22:26:52
Monsoon Wedding,CineStar Plaza,2024-09-18 16:31:13
Nine,Silver Screen Cinema,2024-09-20 22:45:49
The Retrieval,CineStar Plaza,2024-09-19 15:22:05
In the Land of Women,Grand View Cinema,2024-09-26 21:06:44
Expelled: No Intelligence Allowed,Silver Screen Cinema,2024-09-01 21:39:09
Megan Is Missing,Silver Screen Cinema,2024-08-29 06:27:00
21 Jump Street,Riviera Cinema,2024-09-13 08:14:42
Hannah Montana: The Movie,CineStar Plaza,2024-09-03 14:13:47
Harry Potter and the Order of the Phoenix,Grand View Cinema,2024-09-17 15:30:08
Die Another Day,CineLux,2024-08-30 21:39:38
Elektra,Galaxy Cinema,2024-09-13 06:54:16
Powder Blue,Silver Screen Cinema,2024-09-11 07:29:33
Sideways,CineLux,2024-09-19 18:05:38
Calendar Girl,Galaxy Cinema,2024-09-17 13:37:38
One Night with the King,Riviera Cinema,2024-09-20 05:47:31
Pirates of the Caribbean: Dead Man's Chest,Regal Cinema,2024-09-12 03:47:11
Mistress America,Regal Cinema,2024-09-14 00:21:35
Antitrust,CineLux,2024-09-12 01:30:55
Imagine Me & You,Regal Cinema,2024-09-18 08:06:21
Good Will Hunting,Regal Cinema,2024-09-08 04:19:11
Black Nativity,Regal Cinema,2024-09-24 17:14:16
I Know That Voice,Riviera Cinema,2024-08-31 00:38:54
Young Adult,CineLux,2024-09-07 18:34:12
Missing,Grand View Cinema,2024-09-05 02:14:31
Infamous,Galaxy Cinema,2024-09-21 01:52:51
The Wedding Ringer,Galaxy Cinema,2024-09-23 18:05:22
Man on Wire,Grand View Cinema,2024-09-12 05:47:36
Southland Tales,Riviera Cinema,2024-09-01 14:46:26
Speak,CineStar Plaza,2024-09-12 11:55:59
Beer League,Starlight Theatre,2024-09-04 04:48:37
Maleficent,Regal Cinema,2024-09-19 21:42:28
Restless,Galaxy Cinema,2024-09-24 20:46:00
Hall Pass,Grand View Cinema,2024-09-10 21:57:13
Animal Kingdom,CineStar Plaza,2024-09-11 15:10:28
Life Partners,Regal Cinema,2024-08-29 15:37:08
The Captains,CineStar Plaza,2024-09-04 13:05:06
Clerks,Silver Screen Cinema,2024-09-04 00:12:17
Star Trek V: The Final Frontier,Grand View Cinema,2024-09-22 09:55:11
Cannibal Holocaust,CineLux,2024-09-07 02:01:14
December Boys,Silver Screen Cinema,2024-09-24 04:02:19
Justice League: War,Riviera Cinema,2024-09-22 13:51:09
Underdog,Silver Screen Cinema,2024-09-02 11:21:00
Marvellous,Riviera Cinema,2024-09-02 11:08:38
Piggy,CineLux,2024-09-02 13:25:33
2046,Galaxy Cinema,2024-09-08 21:28:35
Burning Palms,Galaxy Cinema,2024-09-14 09:50:31
Monty Python and the Holy Grail,Silver Screen Cinema,2024-09-14 20:59:46
What Is It?,Starlight Theatre,2024-09-01 13:47:08
Hop,CineStar Plaza,2024-09-03 00:06:05
Undiscovered,Starlight Theatre,2024-08-29 00:51:40
Jeepers Creepers,Starlight Theatre,2024-09-03 01:52:26
Eragon,Riviera Cinema,2024-09-03 22:42:41
Ai Weiwei: Never Sorry,CineLux,2024-09-23 06:58:01
I Am Number Four,Grand View Cinema,2024-09-20 15:16:32
Chance,Galaxy Cinema,2024-09-20 20:18:11
Feast of Love,CineLux,2024-09-07 07:38:18
Kill Bill: Vol. 1,Starlight Theatre,2024-09-07 13:54:45
Afflicted,Silver Screen Cinema,2024-09-03 23:21:11
Happy People: A Year in the Taiga,CineLux,2024-09-15 05:38:30
Red Tails,Silver Screen Cinema,2024-09-24 02:08:21
Annabelle,Silver Screen Cinema,2024-09-07 06:54:51
BFFs,CineStar Plaza,2024-09-06 23:20:42
BFFs,Starlight Theatre,2024-09-11 18:07:23
Iron Man 2,Silver Screen Cinema,2024-09-25 10:41:19
From Paris with Love,Silver Screen Cinema,2024-09-01 23:44:10
Kill List,Silver Screen Cinema,2024-09-25 01:55:47
Country Strong,Silver Screen Cinema,2024-09-18 21:10:25
Bounty Killer,CineStar Plaza,2024-09-23 09:40:13
Aliens in the Attic,Regal Cinema,2024-09-11 14:58:30
Showtime,CineLux,2024-09-09 04:24:35
Kiss Kiss Bang Bang,Regal Cinema,2024-09-03 05:00:09
Rubber,Galaxy Cinema,2024-09-15 02:11:43
Canvas,Regal Cinema,2024-09-19 10:46:00
Nine,Riviera Cinema,2024-09-17 09:06:23
Speak,Galaxy Cinema,2024-09-01 15:05:37
Incendies,Galaxy Cinema,2024-09-01 08:35:16
Knockaround Guys,Grand View Cinema,2024-09-25 18:17:00
Despicable Me,Grand View Cinema,2024-09-24 14:15:11
Grabbers,Galaxy Cinema,2024-08-31 06:40:42
Pocahontas,CineStar Plaza,2024-09-20 21:50:20
Face/Off,Riviera Cinema,2024-09-04 22:10:46
The Infinite Man,Starlight Theatre,2024-09-24 05:54:39
Felon,Starlight Theatre,2024-08-30 00:48:26
Freaks,CineStar Plaza,2024-09-25 17:58:24
Wild Hogs,Silver Screen Cinema,2024-09-24 07:18:33
Up,Regal Cinema,2024-09-24 15:48:04
Tomorrow Never Dies,Grand View Cinema,2024-09-11 12:39:15
There Be Dragons,Galaxy Cinema,2024-09-16 11:11:12
Police Academy,Galaxy Cinema,2024-09-26 05:11:15
Who Killed the Electric Car?,Silver Screen Cinema,2024-08-30 11:12:18
Grabbers,Riviera Cinema,2024-08-30 06:10:04
BFFs,CineStar Plaza,2024-09-23 17:02:04
Million Dollar Baby,CineLux,2024-09-06 13:06:49
I Love You, Beth Cooper,Galaxy Cinema,2024-09-10 20:58:31
Kajaki,Galaxy Cinema,2024-09-11 22:14:23
Waterboys,CineLux,2024-09-09 07:58:50
Cop Land,Riviera Cinema,2024-09-17 06:05:25
Rise,Regal Cinema,2024-09-08 12:36:13
Shane,Silver Screen Cinema,2024-09-09 00:49:35
Austin Powers in Goldmember,Riviera Cinema,2024-09-21 20:32:43
Eternal Sunshine of the Spotless Mind,CineStar Plaza,2024-09-06 07:27:56
Mouth to Mouth,Riviera Cinema,2024-08-30 19:02:39
Run,Galaxy Cinema,2024-09-15 15:13:49
Infamous,Riviera Cinema,2024-09-13 12:37:31
Back to the Future Part III,Silver Screen Cinema,2024-09-03 20:58:31
Tokyo Godfathers,Grand View Cinema,2024-09-21 01:40:19
Guernica,Starlight Theatre,2024-08-31 08:02:06
Muhammad Ali's Greatest Fight,CineLux,2024-09-07 18:05:48
Daisy,Grand View Cinema,2024-09-05 17:18:30
Paddington,CineStar Plaza,2024-08-31 14:38:34
Superman,Silver Screen Cinema,2024-09-03 04:19:03
Gran Torino,CineLux,2024-09-03 03:06:54
You've Been Trumped,Silver Screen Cinema,2024-09-15 14:07:19
Blackthorn,Grand View Cinema,2024-09-14 21:27:41
Restrepo,Grand View Cinema,2024-09-20 11:57:18
Winnie the Pooh,CineLux,2024-09-03 05:38:19
Dear White People,CineLux,2024-09-19 17:55:54
Radio Rebel,Regal Cinema,2024-09-10 07:42:49
Man on Wire,Riviera Cinema,2024-09-04 21:51:16
There's Something About Mary,Riviera Cinema,2024-08-29 16:39:19
Spaceballs,Grand View Cinema,2024-09-03 19:47:31
One for the Money,CineStar Plaza,2024-09-08 07:59:53
Poseidon,CineStar Plaza,2024-09-21 05:08:07
Bride Wars,Galaxy Cinema,2024-09-21 05:40:45
Argo,Silver Screen Cinema,2024-09-01 00:33:33
Pineapple Express,CineLux,2024-09-18 00:12:50
Thor,Grand View Cinema,2024-09-11 21:52:05
Chasing Christmas,Regal Cinema,2024-09-05 19:02:49
Wild America,Galaxy Cinema,2024-09-18 00:04:25
W.,Silver Screen Cinema,2024-09-08 01:20:43
Eragon,Grand View Cinema,2024-09-03 03:34:24
The Way He Looks,CineStar Plaza,2024-09-22 08:51:58
Undiscovered,Grand View Cinema,2024-09-13 19:29:40
G.I. Joe: The Rise of Cobra,CineLux,2024-09-26 02:54:29
City of Ember,CineStar Plaza,2024-09-20 04:00:50
Vantage Point,Grand View Cinema,2024-09-12 11:47:30
Alien,CineLux,2024-09-16 08:57:39
In the Valley of Elah,Riviera Cinema,2024-09-26 17:49:48
Horrible Bosses,Regal Cinema,2024-09-18 06:48:45
Must Love Dogs,Starlight Theatre,2024-09-18 20:53:11
Happy Endings,Silver Screen Cinema,2024-09-10 04:49:02
Doggiewoggiez! Poochiewoochiez!,Starlight Theatre,2024-09-23 02:26:12
Rocket Singh: Salesman of the Year,Starlight Theatre,2024-09-15 02:01:06
Atlantis: The Lost Empire,Galaxy Cinema,2024-09-26 22:41:52
Take Shelter,Grand View Cinema,2024-09-03 13:16:43
Akeelah and the Bee,Riviera Cinema,2024-09-22 17:25:54
Rise,Riviera Cinema,2024-08-29 11:44:59
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Starlight Theatre,2024-09-06 05:15:49
Zack and Miri Make a Porno,Silver Screen Cinema,2024-09-02 05:52:46
X-Men: The Last Stand,Riviera Cinema,2024-09-09 22:49:48
Little Men,Silver Screen Cinema,2024-09-15 10:06:34
Grand Isle,Grand View Cinema,2024-09-20 01:24:02
The Wrecking Crew,Galaxy Cinema,2024-09-11 10:07:08
No Mercy,Grand View Cinema,2024-09-23 08:31:55
The Lunchbox,CineStar Plaza,2024-09-04 22:12:42
Pokémon the Movie 2000,Starlight Theatre,2024-09-01 11:17:22
Blade Runner,CineStar Plaza,2024-09-11 08:53:03
LEGO DC Comics Super Heroes: Justice League vs. Bizarro League,Silver Screen Cinema,2024-09-10 12:29:47
Stake Land,CineStar Plaza,2024-09-09 19:00:40
Sicko,Silver Screen Cinema,2024-09-17 15:07:20
Hitman,Silver Screen Cinema,2024-09-20 14:15:55
Die Another Day,CineStar Plaza,2024-09-04 04:23:15
Boy Interrupted,Riviera Cinema,2024-09-07 17:20:33
Chasing Ice,Starlight Theatre,2024-09-26 18:32:32
Waste Land,Starlight Theatre,2024-09-13 03:49:29
We Are Legion: The Story of the Hacktivists,Grand View Cinema,2024-09-08 21:20:13
About a Boy,Starlight Theatre,2024-08-30 08:20:46
Ready to Rumble,Riviera Cinema,2024-09-21 13:10:42
Deck the Halls,CineLux,2024-09-15 17:31:55
Transformers: Dark of the Moon,Silver Screen Cinema,2024-09-13 02:33:05
Bronson,CineStar Plaza,2024-09-08 06:10:39
What Is It?,Starlight Theatre,2024-09-11 05:08:45
A Merry Friggin' Christmas,Grand View Cinema,2024-09-18 01:34:45
Seven Pounds,Regal Cinema,2024-09-03 14:22:47
Bridegroom,Grand View Cinema,2024-09-01 06:39:51
Brothers,CineStar Plaza,2024-09-09 17:03:07
Keyhole,Silver Screen Cinema,2024-09-07 18:11:46
Bad Teacher,Silver Screen Cinema,2024-09-08 01:08:29
Harold & Kumar Escape from Guantanamo Bay,CineLux,2024-09-03 00:41:07
Moon,Grand View Cinema,2024-09-01 13:24:05
The Kick,CineLux,2024-08-29 23:16:00
Maleficent,CineLux,2024-09-01 00:18:38
Due Date,Starlight Theatre,2024-09-24 12:48:19
Julie & Julia,Grand View Cinema,2024-09-06 03:11:07
Splice,CineStar Plaza,2024-09-08 13:38:31
Cinderella III: A Twist in Time,Grand View Cinema,2024-09-20 04:06:47
Winter in Wartime,CineStar Plaza,2024-09-19 08:26:31
Wadjda,CineStar Plaza,2024-08-30 09:20:57
Bucky Larson: Born to Be a Star,Grand View Cinema,2024-09-04 23:18:56
Argo,Grand View Cinema,2024-09-24 13:28:43
Freedom Writers,Regal Cinema,2024-09-03 17:11:03
Prince of Persia: The Sands of Time,Galaxy Cinema,2024-09-13 09:35:12
Eyes Wide Shut,Silver Screen Cinema,2024-08-29 00:36:07
Scott Pilgrim vs. the World,CineLux,2024-09-23 17:38:40
The Squeeze,Regal Cinema,2024-09-25 18:08:21
Chasing Amy,Starlight Theatre,2024-09-14 09:59:13
Young Adam,Galaxy Cinema,2024-09-17 14:10:07
John Dies at the End,Riviera Cinema,2024-09-26 16:03:02
Resident Evil,Riviera Cinema,2024-09-21 09:25:19
The Mule,Silver Screen Cinema,2024-09-15 20:59:42
We Are What We Are,Silver Screen Cinema,2024-09-11 13:43:56
Collateral Damage,Galaxy Cinema,2024-09-12 15:10:24
Wilde,Regal Cinema,2024-09-23 19:03:09
Paper Clips,Starlight Theatre,2024-09-24 09:59:20
Goldfinger,CineStar Plaza,2024-09-10 18:30:05
Epitaph,Grand View Cinema,2024-09-15 19:37:51
In Bruges,Riviera Cinema,2024-09-02 06:06:25
Jindabyne,Riviera Cinema,2024-09-14 22:11:48
Green Lantern: First Flight,Riviera Cinema,2024-09-02 11:44:24
Don't Go in the House,Riviera Cinema,2024-09-24 08:05:41
City of Ember,CineLux,2024-09-21 17:59:12
X-Men: First Class,Riviera Cinema,2024-08-31 19:29:38
Inside Job,Starlight Theatre,2024-09-05 07:10:29
Quantum of Solace,Riviera Cinema,2024-09-10 23:29:50
I Know Who Killed Me,Galaxy Cinema,2024-09-16 14:45:06
Megan Is Missing,Riviera Cinema,2024-09-02 00:23:31
Marley & Me,CineLux,2024-09-14 16:36:31
Tabu,Starlight Theatre,2024-09-12 06:23:04
Whatever Works,CineLux,2024-09-26 22:29:56
Rise of the Planet of the Apes,Regal Cinema,2024-09-14 23:29:22
Mighty Morphin Power Rangers: The Movie,Galaxy Cinema,2024-09-01 14:17:52
You Only Live Twice,Silver Screen Cinema,2024-08-29 22:29:57
I Am Legend,Silver Screen Cinema,2024-09-22 15:28:34
Friday,Regal Cinema,2024-09-03 13:26:46
Sisters,Galaxy Cinema,2024-09-17 22:06:11
Country Strong,Regal Cinema,2024-09-10 02:34:24
Flatliners,CineStar Plaza,2024-08-31 02:34:31
Rambo: First Blood Part II,CineLux,2024-09-15 13:28:06
April Showers,Silver Screen Cinema,2024-09-22 04:07:46
Before Midnight,Galaxy Cinema,2024-09-06 09:15:10
Joy Ride,CineStar Plaza,2024-09-04 16:45:37
Ghosts of Mars,Grand View Cinema,2024-09-12 20:36:18
For Greater Glory: The True Story of Cristiada,Regal Cinema,2024-09-16 06:06:30
Howl,Silver Screen Cinema,2024-09-25 05:25:21
Parasite,Riviera Cinema,2024-09-03 17:07:13
Jack,Silver Screen Cinema,2024-09-17 17:11:04
2-Headed Shark Attack,Regal Cinema,2024-09-06 06:46:46
Hellraiser,CineStar Plaza,2024-09-03 10:51:46
Kajaki,Grand View Cinema,2024-09-07 13:19:00
Monday,CineLux,2024-09-06 08:28:14
It's Complicated,Starlight Theatre,2024-09-02 19:32:25
King Cobra,Regal Cinema,2024-09-10 00:00:24
Penguins of Madagascar,CineLux,2024-09-20 19:21:16
Interstellar,Starlight Theatre,2024-09-21 02:31:54
Catfish,Regal Cinema,2024-09-21 13:02:13
White Bird in a Blizzard,Galaxy Cinema,2024-09-03 22:19:30
Grown Ups,Silver Screen Cinema,2024-09-11 01:16:21
Forks Over Knives,CineLux,2024-09-11 15:38:10
Firestarter,Galaxy Cinema,2024-09-08 22:23:00
Life of Pi,CineStar Plaza,2024-09-14 12:03:51
Piggy,Regal Cinema,2024-09-17 03:14:45
X-Men: First Class,CineStar Plaza,2024-09-07 20:59:43
Were the World Mine,Riviera Cinema,2024-09-26 16:09:33
Finding Amanda,Regal Cinema,2024-08-30 18:21:00
Zookeeper,Grand View Cinema,2024-09-25 09:07:15
Hitchcock,Riviera Cinema,2024-09-25 11:15:30
Friends with Kids,CineLux,2024-09-25 01:41:32
The Amazing Spider-Man 2,CineStar Plaza,2024-09-05 22:03:15
Justice League: Crisis on Two Earths,Starlight Theatre,2024-09-11 23:03:34
The Lunchbox,CineLux,2024-09-15 21:03:44
Chappie,Riviera Cinema,2024-09-13 14:47:36
Kill Bill: Vol. 1,Regal Cinema,2024-09-26 00:50:50
Burning Palms,Galaxy Cinema,2024-09-03 09:15:45
Diamonds Are Forever,Silver Screen Cinema,2024-09-13 03:02:50
The Mule,Grand View Cinema,2024-08-30 08:01:14
Sunshine Cleaning,CineLux,2024-09-05 10:16:38
Ceremony,Regal Cinema,2024-09-21 01:44:53
Justice League: War,CineLux,2024-09-21 00:21:04
Flywheel,Grand View Cinema,2024-09-26 07:44:14
Life in a Day,Galaxy Cinema,2024-09-08 22:58:51
December Boys,Riviera Cinema,2024-09-13 22:36:06
V for Vendetta,Riviera Cinema,2024-09-14 13:36:36
Ghosts of Mars,Grand View Cinema,2024-09-19 04:32:32
Harry Potter and the Prisoner of Azkaban,CineLux,2024-09-13 18:08:45
Extraordinary Measures,Galaxy Cinema,2024-09-16 17:30:01
Shrek,Silver Screen Cinema,2024-09-23 00:27:48
Inception,Regal Cinema,2024-09-12 01:43:25
Electrick Children,CineLux,2024-08-31 23:05:22
S.W.A.T.,Silver Screen Cinema,2024-09-12 07:10:16
Middle Men,CineLux,2024-09-26 19:44:45
Winter's Tale,Grand View Cinema,2024-09-03 05:29:02
Hard Candy,CineLux,2024-09-22 23:39:55
Centurion,Riviera Cinema,2024-09-22 07:46:43
Project Nim,Grand View Cinema,2024-09-21 17:29:32
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Silver Screen Cinema,2024-09-15 11:29:59
Pink Floyd: The Wall,CineLux,2024-09-03 14:34:02
Extract,CineLux,2024-09-06 16:44:13
Life After Beth,Regal Cinema,2024-09-07 00:27:29
There Will Be Blood,CineStar Plaza,2024-09-13 13:13:53
Prometheus,Silver Screen Cinema,2024-09-11 21:27:30
Outsourced,Silver Screen Cinema,2024-09-12 22:42:48
Absentia,CineLux,2024-09-13 19:59:02
In the Land of Blood and Honey,Galaxy Cinema,2024-09-15 02:35:28
30 Days of Night: Dark Days,CineStar Plaza,2024-09-26 10:57:14
Freakonomics,Silver Screen Cinema,2024-09-17 08:33:04
Angels Sing,CineStar Plaza,2024-09-10 11:34:31
Loose Change 9/11: An American Coup,Silver Screen Cinema,2024-09-25 09:10:31
There Will Be Blood,Grand View Cinema,2024-09-04 02:32:50
Game Over,CineStar Plaza,2024-09-26 15:10:32
Life,Riviera Cinema,2024-09-05 17:20:47
16 Blocks,Silver Screen Cinema,2024-09-14 00:49:27
Solstice,CineStar Plaza,2024-09-06 22:49:22
Blade,Starlight Theatre,2024-09-26 01:37:15
Cowboys & Aliens,CineStar Plaza,2024-09-20 06:52:19
Napoleon,CineLux,2024-09-08 00:29:23
Night at the Museum: Battle of the Smithsonian,Riviera Cinema,2024-09-21 05:42:56
Rock of Ages,CineStar Plaza,2024-09-06 19:07:03
Blue in the Face,Galaxy Cinema,2024-09-04 02:29:53
American Gangster,Silver Screen Cinema,2024-09-19 16:54:47
Kahaani,CineLux,2024-09-07 03:16:55
Outsourced,Silver Screen Cinema,2024-09-24 08:56:37
Beginners,Regal Cinema,2024-09-05 01:58:00
Life of Pi,Riviera Cinema,2024-09-05 12:21:49
Luxo Jr.,CineLux,2024-09-24 15:54:16
Poseidon,Riviera Cinema,2024-09-12 03:12:14
Hangman's Curse,CineLux,2024-09-18 14:41:12
All About Anna,CineStar Plaza,2024-09-17 05:42:38
Bandslam,Starlight Theatre,2024-09-18 00:15:52
Bride of Re-Animator,Starlight Theatre,2024-09-04 12:45:00
Deep Water,Regal Cinema,2024-08-31 00:45:52
Trailer Park Boys: Countdown to Liquor Day,Grand View Cinema,2024-09-24 14:01:19
